ID,Aname,AisMale,Aage,Aheight,Aweight,AtimePro,AtimeUFC,Awins,Alosses,AwinStk,AwinGra,AwinDec,AwinOtr,AlossStk,AlossGra,AlossDec,AlossOtr,Al3Wins,Al3Losses,Al3WinStk,Al3WinGra,Al3WinDec,Al3WinOtr,Al3LossStk,Al3LossGra,Al3LossDec,Al3LossOtr,AufcCount,AavgLength,Astreak,Bname,BisMale,Bage,Bheight,Bweight,BtimePro,BtimeUFC,Bwins,Blosses,BwinStk,BwinGra,BwinDec,BwinOtr,BlossStk,BlossGra,BlossDec,BlossOtr,Bl3Wins,Bl3Losses,Bl3WinStk,Bl3WinGra,Bl3WinDec,Bl3WinOtr,Bl3LossStk,Bl3LossGra,Bl3LossDec,Bl3LossOtr,BufcCount,BavgLength,Bstreak,Event,Result,ResultBy,ResultIn
Chris Leben vs. Patrick Cote | UFC Fight Night 1 - Marquardt vs. Salaverry,Patrick Cote,1,9290,71,170,1007,288,6,2,3,1,2,0,0,1,1,0,1,2,0,0,1,0,0,1,1,0,2,490,-1,Chris Leben,1,9147,71,185,1001,1001,11,1,6,3,2,0,0,0,1,0,2,1,2,0,0,0,0,0,1,0,5,398,2,UFC Fight Night 1 - Marquardt vs. Salaverry,0,0,0
Joe Lauzon vs. Takanori Gomi | UFC on Fox 16 - Dillashaw vs. Barao 2,Takanori Gomi,1,13455,68,155,6084,1942,35,10,13,6,16,0,1,6,3,0,1,2,0,0,1,0,1,0,1,0,9,577,-1,Joe Lauzon,1,11386,70,155,4172,3227,24,10,5,18,1,0,4,3,3,0,2,1,1,0,1,0,1,0,0,0,18,373,-1,UFC on Fox 16 - Dillashaw vs. Barao 2,0,1,1
Alberto Mina vs. Shinsho Anzai | UFC Fight Night 48 - Bisping vs. Le,Alberto Mina,1,11801,72,170,3371,0,10,0,4,6,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,282,10,Shinsho Anzai,1,10492,68,170,1917,0,8,1,6,0,2,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,351,6,UFC Fight Night 48 - Bisping vs. Le,1,1,1
Sam Stout vs. Spencer Fisher | UFC on FX 4 - Maynard vs. Guida,Sam Stout,1,10287,69,155,3303,2302,17,7,9,1,7,0,0,2,5,0,2,1,1,0,1,0,0,0,1,0,12,618,-1,Spencer Fisher,1,13193,67,155,3597,2454,24,8,10,9,5,0,3,0,5,0,1,2,0,0,1,0,1,0,1,0,16,518,-2,UFC on FX 4 - Maynard vs. Guida,1,0,0
Donald Cerrone vs. Edson Barboza | UFC on Fox 11 - Werdum vs. Browne,Edson Barboza,1,10315,71,155,1828,1246,13,1,9,1,3,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,8,429,3,Donald Cerrone,1,11344,72,170,2989,1169,22,6,3,14,5,0,1,1,3,0,2,1,1,1,0,0,0,0,1,0,12,517,2,UFC on Fox 11 - Werdum vs. Browne,0,2,1
Alex Oliveira vs. James Moontasri | UFC on Fox 20 - Holm vs. Shevchenko,James Moontasri,1,10331,70,170,2885,756,9,3,4,3,2,0,0,1,2,0,2,1,1,1,0,0,0,1,0,0,4,526,1,Alex Oliveira,1,10380,71,170,1687,490,13,4,8,2,2,0,0,3,1,0,2,1,1,0,1,0,0,1,0,0,5,425,-1,UFC on Fox 20 - Holm vs. Shevchenko,0,0,0
Brian Kelleher vs. Marlon Vera | UFC on Fox 25 - Weidman vs. Gastelum,Marlon Vera,1,8998,68,135,2226,980,9,3,2,5,2,0,0,0,3,0,2,1,1,0,1,0,0,0,1,0,5,643,2,Brian Kelleher,1,11295,66,135,2325,49,17,7,6,8,3,0,0,4,3,0,3,0,1,2,0,0,0,0,0,0,1,461,7,UFC on Fox 25 - Weidman vs. Gastelum,1,2,1
Luke Sanders vs. Patrick Williams | UFC on Fox 29 - Poirier vs. Gaethje,Luke Sanders,1,11811,67,135,2654,818,11,2,6,1,3,0,1,1,0,0,1,2,0,1,0,0,1,1,0,0,3,472,-2,Patrick Williams,1,13368,68,135,2793,1449,8,5,4,3,1,0,3,1,1,0,1,2,0,1,0,0,2,0,0,0,3,341,-1,UFC on Fox 29 - Poirier vs. Gaethje,1,0,0
Dan Miller vs. Ricardo Funch | UFC on FX 4 - Maynard vs. Guida,Dan Miller,1,11315,73,185,2407,1374,13,6,1,8,4,0,0,0,6,0,1,2,0,0,1,0,0,0,2,0,10,547,-2,Ricardo Funch,1,11635,70,170,2099,923,8,3,4,1,3,0,1,1,1,0,1,2,0,0,1,0,1,1,0,0,3,413,-1,UFC on FX 4 - Maynard vs. Guida,1,2,1
Kurt Holobaugh vs. Steven Siler | UFC 159 - Jones vs. Sonnen,Kurt Holobaugh,1,9728,71,145,777,0,9,1,2,5,1,0,0,0,1,0,2,1,2,0,0,0,0,0,1,0,0,356,-1,Steven Siler,1,9568,71,145,2926,511,21,10,2,12,6,0,4,5,1,0,2,1,0,1,1,0,0,0,1,0,4,380,-1,UFC 159 - Jones vs. Sonnen,0,0,0
Josh Koscheck vs. Matt Hughes | UFC 135 - Jones vs. Rampage,Josh Koscheck,1,12351,70,170,2821,2359,15,5,5,4,6,0,1,1,3,0,2,1,0,1,1,0,0,0,1,0,18,628,-1,Matt Hughes,1,13860,69,170,5014,4383,45,8,21,14,10,0,4,4,0,0,2,1,1,1,0,0,1,0,0,0,24,429,-1,UFC 135 - Jones vs. Rampage,1,1,1
Anderson Silva vs. Israel Adesanya | UFC 234 - Adesanya vs. Silva,Anderson Silva,1,16007,74,185,7899,4609,34,8,23,3,8,0,2,2,3,0,1,2,0,0,1,0,0,0,2,0,22,600,1,Israel Adesanya,1,10794,76,185,2513,364,15,0,13,0,2,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,4,442,15,UFC 234 - Adesanya vs. Silva,0,0,0
Sabah Homasi vs. Tim Means | UFC 202 - Diaz vs. McGregor 2,Sabah Homasi,1,10167,72,179,2655,0,11,5,7,2,1,0,2,2,1,0,3,0,3,0,0,0,0,0,0,0,0,430,3,Tim Means,1,11870,74,170,4543,1648,25,7,16,4,4,0,1,3,3,0,2,1,1,1,0,0,0,1,0,0,11,385,1,UFC 202 - Diaz vs. McGregor 2,0,1,1
Anthony Birchak vs. Joe Soto | UFC Fight Night 68 - Boetsch vs. Henderson,Anthony Birchak,1,10613,68,135,2163,175,11,2,3,6,2,0,0,2,0,0,2,1,0,1,1,0,0,1,0,0,1,346,-1,Joe Soto,1,10303,66,135,3247,280,15,3,5,8,2,0,2,1,0,0,2,1,1,1,0,0,1,0,0,0,1,446,-1,UFC Fight Night 68 - Boetsch vs. Henderson,1,1,1
Jeremy Kennedy vs. Rony Mariano Bezerra | UFC Fight Night 106 - Belfort vs. Gastelum,Jeremy Kennedy,1,8942,71,145,1372,196,9,0,3,2,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,646,9,Rony Mariano Bezerra,1,12043,67,145,3964,1722,14,6,5,8,1,0,2,1,3,0,0,2,0,0,0,0,0,0,2,0,8,357,-2,UFC Fight Night 106 - Belfort vs. Gastelum,1,0,0
Antonio Rodrigo Nogueira vs. Heath Herring | UFC 73 - Stacked,Antonio Rodrigo Nogueira,1,11357,75,240,2947,0,29,4,2,18,8,0,0,0,4,0,2,1,0,0,2,0,0,0,1,0,0,509,1,Heath Herring,1,10719,76,250,3738,163,27,12,10,13,3,0,3,2,6,0,2,1,1,0,1,0,0,0,1,0,2,419,1,UFC 73 - Stacked,1,0,0
Alessio Sakara vs. Houston Alexander | UFC 75 - Champion vs. Champion,Alessio Sakara,1,9502,73,205,1905,701,12,5,4,2,2,0,1,2,2,0,1,2,1,0,0,0,1,1,0,0,5,261,1,Houston Alexander,1,12953,72,203,2275,105,7,1,6,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,259,7,UFC 75 - Champion vs. Champion,0,1,1
Anton Kuivanen vs. Mitch Clarke | UFC 149 - Faber vs. Barao,Anton Kuivanen,1,10308,69,155,2380,157,16,5,3,8,4,0,2,2,1,0,2,1,0,0,2,0,0,0,1,0,1,397,-1,Mitch Clarke,1,9736,70,154,1897,224,9,1,1,5,2,0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,1,341,-1,UFC 149 - Faber vs. Barao,1,0,0
Dave Herman vs. Stefan Struve | UFC on Fuel TV 1 - Sanchez vs. Ellenberger,Stefan Struve,1,8763,84,265,2524,1089,22,5,3,15,1,0,3,1,0,0,2,1,1,1,0,0,1,0,0,0,9,180,1,Dave Herman,1,9996,76,223,1872,249,21,2,17,3,1,0,1,0,0,0,3,0,1,1,1,0,0,0,0,0,1,208,3,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,1,1,1
Andrew Sanchez vs. Anthony Smith | UFC on Fox 24 - Johnson vs. Reis,Anthony Smith,1,10490,76,205,3333,1407,26,12,13,8,2,0,7,4,1,0,2,1,1,0,1,0,0,0,1,0,4,323,1,Andrew Sanchez,1,10599,73,185,1757,281,9,2,5,2,2,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,2,453,4,UFC on Fox 24 - Johnson vs. Reis,1,1,1
Keith Jardine vs. Mike Whitehead | UFC 57 - Liddell vs. Couture 3,Keith Jardine,1,11054,74,185,1630,91,10,1,6,2,2,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,1,317,8,Mike Whitehead,1,8986,73,261,1792,0,9,4,3,3,2,0,3,0,1,0,3,0,1,1,1,0,0,0,0,0,0,317,3,UFC 57 - Liddell vs. Couture 3,1,0,0
Anthony Rocco Martin vs. Sergio Moraes | UFC Fight Night 146 - Lewis vs. Dos Santos,Sergio Moraes,1,13378,72,170,4522,2450,14,3,1,8,5,0,2,0,1,0,2,1,0,1,1,0,1,0,0,0,11,607,2,Anthony Rocco Martin,1,10680,72,170,2618,1862,15,4,1,9,5,0,0,2,2,0,3,0,1,1,1,0,0,0,0,0,11,604,3,UFC Fight Night 146 - Lewis vs. Dos Santos,0,0,0
Forrest Petz vs. Joshua Burkman | UFC 77 - Hostile Territory,Forrest Petz,1,11716,69,185,2106,429,16,4,8,3,4,0,0,2,2,0,1,2,0,0,1,0,0,1,1,0,4,431,1,Joshua Burkman,1,9877,70,155,1716,714,17,5,2,3,3,0,0,3,1,0,2,1,0,0,2,0,0,0,1,0,6,252,-1,UFC 77 - Hostile Territory,0,0,0
Rafael Natal vs. Sean Spencer | UFC on Fox 6 - Johnson vs. Dodson,Sean Spencer,1,9347,70,170,1365,0,9,1,2,2,5,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,643,3,Rafael Natal,1,10990,72,185,2822,864,14,4,3,7,3,0,3,0,1,0,2,1,0,0,2,0,1,0,0,0,5,489,-1,UFC on Fox 6 - Johnson vs. Dodson,0,2,1
Khabib Nurmagomedov vs. Thiago Tavares | UFC on FX 7 - Belfort vs. Bisping,Thiago Tavares,1,10299,67,145,3367,2116,17,4,2,10,4,0,2,0,2,0,2,1,1,0,1,0,1,0,0,0,12,542,2,Khabib Nurmagomedov,1,8887,70,155,1589,365,18,0,6,7,5,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,2,394,18,UFC on FX 7 - Belfort vs. Bisping,0,1,1
David Abbott vs. Vitor Belfort | UFC 13 - The Ultimate Force,David Abbott,1,11722,72,250,686,686,6,4,4,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,0,0,10,369,-1,Vitor Belfort,1,7364,72,185,231,112,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,44,3,UFC 13 - The Ultimate Force,0,1,1
Marion Reneau vs. Talita Bernardo | UFC Fight Night 115 - Volkov vs. Struve,Marion Reneau,0,14684,66,135,2736,973,7,3,4,2,1,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,6,632,1,Talita Bernardo,0,11140,64,135,945,0,5,1,0,4,1,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,393,4,UFC Fight Night 115 - Volkov vs. Struve,1,1,1
Edson Barboza vs. Jamie Varner | UFC 146 - Dos Santos vs. Mir,Jamie Varner,1,10029,68,155,3348,2100,19,6,8,9,1,0,0,3,3,0,2,1,2,0,0,0,0,0,1,0,2,469,2,Edson Barboza,1,9622,71,155,1135,553,10,0,7,1,2,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,4,434,10,UFC 146 - Dos Santos vs. Mir,1,1,1
Chris Cope vs. Chuck O'Neil | UFC - The Ultimate Fighter 13 Finale,Chuck O'Neil,1,9386,74,185,1883,0,8,3,2,5,1,0,0,2,1,0,3,0,2,1,0,0,0,0,0,0,0,357,3,Chris Cope,1,10318,72,170,1308,0,4,1,2,0,2,0,1,0,0,0,2,1,2,0,0,0,1,0,0,0,0,474,1,UFC - The Ultimate Fighter 13 Finale,0,0,0
Alan Jouban vs. Seth Baczynski | UFC Fight Night 47 - Bader vs. St. Preux,Seth Baczynski,1,11982,75,185,3095,1519,18,9,6,10,2,0,2,3,4,0,1,2,0,0,1,0,1,0,1,0,9,374,-1,Alan Jouban,1,11587,72,171,1275,0,9,2,7,0,2,0,1,0,1,0,2,1,1,0,1,0,0,0,1,0,0,563,2,UFC Fight Night 47 - Bader vs. St. Preux,0,1,1
Chris Cariaso vs. Vaughan Lee | UFC 138 - Leben vs. Munoz,Chris Cariaso,1,11119,63,125,2002,287,11,3,2,2,7,0,1,1,1,0,1,2,0,0,1,0,0,1,1,0,2,601,-1,Vaughan Lee,1,10613,65,135,3178,0,11,6,3,6,1,0,2,4,0,0,3,0,1,2,0,0,0,0,0,0,0,299,4,UFC 138 - Leben vs. Munoz,1,0,0
Demetrious Johnson vs. John Dodson | UFC 191 - Johnson vs. Dodson 2,John Dodson,1,11301,63,135,4019,1372,17,6,8,2,7,0,0,0,6,0,3,0,2,0,1,0,0,0,0,0,7,633,3,Demetrious Johnson,1,10615,63,135,3052,1673,22,2,4,9,9,0,0,0,2,0,3,0,0,2,1,0,0,0,0,0,12,798,8,UFC 191 - Johnson vs. Dodson 2,0,0,0
Chas Skelly vs. Edimilson Souza | UFC Fight Night 77 - Belfort vs. Henderson 3,Edimilson Souza,1,11343,72,145,2205,794,15,3,13,1,1,0,0,3,0,0,3,0,2,0,1,0,0,0,0,0,3,256,10,Chas Skelly,1,11137,71,145,2429,567,14,1,3,4,4,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,4,536,3,UFC Fight Night 77 - Belfort vs. Henderson 3,0,2,1
Alexis Davis vs. Liz Carmouche | UFC Fight Night 123 - Swanson vs. Ortega,Alexis Davis,0,12119,66,125,3899,1638,18,7,2,8,8,0,3,1,3,0,2,1,0,1,1,0,0,1,0,0,7,640,1,Liz Carmouche,0,12347,66,125,2828,1750,11,5,6,2,3,0,0,2,3,0,2,1,0,0,2,0,0,0,1,0,6,607,2,UFC Fight Night 123 - Swanson vs. Ortega,1,0,0
John Moraga vs. Willie Gates | UFC on Fox 13 - Dos Santos vs. Miocic,Willie Gates,1,10188,68,135,2240,0,11,4,4,3,3,0,1,2,1,0,3,0,2,1,0,0,0,0,0,0,0,381,5,John Moraga,1,11225,66,125,1862,861,15,3,2,7,6,0,1,1,1,0,2,1,0,1,1,0,1,0,0,0,6,602,1,UFC on Fox 13 - Dos Santos vs. Miocic,0,2,1
Cole Miller vs. Leonard Garcia | UFC Fight Night 11 - Thomas vs. Florian,Cole Miller,1,8546,73,145,838,88,12,2,1,8,1,0,0,0,2,0,3,0,1,1,1,0,0,0,0,0,1,360,3,Leonard Garcia,1,10294,69,145,3063,165,10,2,1,9,0,0,0,0,1,0,2,1,0,2,0,0,0,0,1,0,2,341,1,UFC Fight Night 11 - Thomas vs. Florian,1,0,0
Amanda Nunes vs. Sheila Gaff | UFC 163 - Aldo vs. Korean Zombie,Amanda Nunes,0,9196,68,135,1974,0,7,3,6,1,0,0,1,1,1,0,1,2,0,1,0,0,1,0,1,0,0,284,-1,Sheila Gaff,0,8618,65,125,2506,98,8,5,4,4,0,0,1,2,1,1,2,1,2,0,0,0,1,0,0,0,1,190,-1,UFC 163 - Aldo vs. Korean Zombie,1,1,1
Bob Gilstrap vs. Josh Barnett | UFCF - Night of Champions,Bob Gilstrap,1,8642,75,210,427,427,5,2,2,3,0,0,0,0,2,0,2,1,2,0,0,0,0,0,1,0,2,526,-1,Josh Barnett,1,7429,75,248,427,427,3,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,253,3,UFCF - Night of Champions,0,3,1
Irene Aldana vs. Talita Bernardo | UFC Fight Night 124 - Stephens vs. Choi,Talita Bernardo,0,11274,64,135,1079,134,5,2,0,4,1,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,1,465,-1,Irene Aldana,0,10886,69,135,1915,393,7,4,5,2,0,0,2,0,2,0,1,2,1,0,0,0,0,0,2,0,2,407,-2,UFC Fight Night 124 - Stephens vs. Choi,0,0,0
Damon Jackson vs. Yancy Medeiros | UFC 177 - Dillashaw vs. Soto,Yancy Medeiros,1,9854,70,170,2507,490,9,2,6,1,2,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,3,336,-2,Damon Jackson,1,9518,71,155,707,0,9,0,2,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,336,9,UFC 177 - Dillashaw vs. Soto,1,2,1
Jason Lambert vs. Luiz Cane | UFC 85 - Bedlam,Luiz Cane,1,9928,74,205,945,161,8,1,6,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,39,-1,Jason Lambert,1,11215,70,205,2666,826,23,7,15,4,3,0,3,2,1,0,1,2,1,0,0,0,2,0,0,0,6,353,-1,UFC 85 - Bedlam,1,1,1
Demian Maia vs. Kendall Grove | UFC - The Ultimate Fighter 12 Finale,Demian Maia,1,12081,72,170,3361,1141,13,2,2,8,3,0,1,0,1,0,2,1,0,0,2,0,0,0,1,0,9,416,1,Kendall Grove,1,10249,78,185,2687,1624,12,7,2,6,3,0,5,1,1,0,2,1,0,1,1,0,1,0,0,0,11,377,1,UFC - The Ultimate Fighter 12 Finale,1,0,0
Seth Baczynski vs. Thiago Alves | UFC on Fox 11 - Werdum vs. Browne,Seth Baczynski,1,11863,75,185,2976,1400,18,8,6,10,2,0,2,3,3,0,1,2,0,0,1,0,1,0,1,0,8,353,1,Thiago Alves,1,11156,70,170,4676,3120,19,9,12,1,6,0,1,4,4,0,1,2,0,1,0,0,0,1,1,0,17,569,-1,UFC on Fox 11 - Werdum vs. Browne,0,0,0
Jake Shields vs. Tyron Woodley | UFC 161 - Evans vs. Henderson,Jake Shields,1,12576,72,170,4984,966,27,6,3,10,14,0,2,0,4,0,1,1,0,0,1,0,1,0,0,0,5,674,1,Tyron Woodley,1,11382,69,170,1589,133,11,1,3,4,4,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,484,1,UFC 161 - Evans vs. Henderson,1,0,0
Anthony Pettis vs. Charles Oliveira | UFC on Fox 21 - Maia vs. Condit,Anthony Pettis,1,10805,70,155,3500,1911,18,5,10,5,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,9,497,-3,Charles Oliveira,1,9811,70,155,3087,2218,21,5,5,13,2,0,3,1,1,0,2,1,0,2,0,0,1,0,0,0,15,337,1,UFC on Fox 21 - Maia vs. Condit,1,2,1
Joshua Burkman vs. Karo Parisyan | UFC 71 - Liddell vs. Jackson,Karo Parisyan,1,9037,70,169,3036,1338,16,4,1,8,7,0,1,0,3,0,2,1,1,0,1,0,0,0,1,0,8,572,1,Joshua Burkman,1,9730,70,155,1569,567,17,4,2,3,3,0,0,3,0,0,2,1,0,0,2,0,0,1,0,0,5,221,2,UFC 71 - Liddell vs. Jackson,1,0,0
Josh Thomson vs. Nate Diaz | UFC on Fox 7 - Henderson vs. Melendez,Nate Diaz,1,10231,72,155,3103,2128,16,8,4,10,2,0,0,1,7,0,2,1,0,1,1,0,0,0,1,0,17,599,-1,Josh Thomson,1,12630,70,153,4475,3494,19,5,5,8,6,0,1,0,4,0,1,2,0,0,1,0,0,0,2,0,3,680,-1,UFC on Fox 7 - Henderson vs. Melendez,0,1,1
Ilir Latifi vs. Tyson Pedro | UFC 215 - Nunes vs. Shevchenko 2,Ilir Latifi,1,12462,68,205,3402,1617,12,5,6,3,3,0,3,0,2,0,2,1,1,0,1,0,1,0,0,0,8,410,-1,Tyson Pedro,1,9489,75,205,1443,287,6,0,2,4,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,2,166,6,UFC 215 - Nunes vs. Shevchenko 2,1,0,0
Ricardo Abreu vs. Wagner Silva Gomes | UFC - The Ultimate Fighter Brazil 3 Finale,Ricardo Abreu,1,10991,71,185,1057,0,4,0,3,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,42,4,Wagner Silva Gomes,1,9975,72,185,791,0,3,0,0,2,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,405,3,UFC - The Ultimate Fighter Brazil 3 Finale,1,2,1
Amanda Bobby Cooper vs. Angela Magana | UFC 218 - Holloway vs. Aldo 2,Amanda Bobby Cooper,0,9538,63,115,1386,512,2,3,0,1,1,0,0,3,0,0,1,2,0,0,1,0,0,2,0,0,3,500,-1,Angela Magana,0,12541,61,115,3907,1086,11,8,2,6,3,0,0,5,3,0,0,3,0,0,0,0,0,2,1,0,2,462,-4,UFC 218 - Holloway vs. Aldo 2,1,1,1
Paul Redmond vs. Robert Whiteford | UFC Fight Night 72 - Bisping vs. Leites,Paul Redmond,1,10498,70,155,1925,175,10,5,5,4,1,0,1,3,1,0,2,1,0,1,1,0,0,0,1,0,1,405,-1,Robert Whiteford,1,11785,69,145,2247,630,11,2,5,1,5,0,1,1,0,0,2,1,0,0,2,0,0,1,0,0,2,448,1,UFC Fight Night 72 - Bisping vs. Leites,0,1,1
Donald Cerrone vs. K.J. Noons | UFC 160 - Velasquez vs. Bigfoot 2,Donald Cerrone,1,11015,72,170,2660,840,19,5,2,13,4,0,1,1,2,0,2,1,1,0,1,0,1,0,0,0,8,494,-1,K.J. Noons,1,11127,71,168,3878,0,11,6,8,0,3,0,1,1,4,0,1,2,0,0,1,0,0,0,2,0,0,563,-2,UFC 160 - Velasquez vs. Bigfoot 2,1,0,0
Kevin Casey vs. Rafael Natal | UFC on Fox 18 - Johnson vs. Bader,Kevin Casey,1,12647,71,185,3057,1022,9,3,3,3,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,4,446,4,Rafael Natal,1,12089,72,185,3921,1963,20,6,3,8,8,0,4,0,2,0,3,0,0,0,3,0,0,0,0,0,13,585,3,UFC on Fox 18 - Johnson vs. Bader,0,1,1
John Howard vs. Thiago Alves | UFC 124 - St. Pierre vs. Koscheck 2,Thiago Alves,1,9931,70,170,3451,1895,17,7,12,0,5,0,1,3,3,0,1,2,0,0,1,0,0,0,2,0,13,545,-2,John Howard,1,10147,67,171,2261,679,14,5,4,6,4,0,2,1,2,0,2,1,2,0,0,0,1,0,0,0,5,539,-1,UFC 124 - St. Pierre vs. Koscheck 2,1,0,0
Jeremy Stephens vs. Renato Carneiro | UFC on Fox 24 - Johnson vs. Reis,Jeremy Stephens,1,11282,69,145,4476,3612,25,13,17,2,6,0,1,3,9,0,1,2,0,0,1,0,0,0,2,0,24,560,-1,Renato Carneiro,1,10191,71,145,2583,847,10,0,0,5,5,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,2,774,10,UFC on Fox 24 - Johnson vs. Reis,0,0,0
Brad Tavares vs. Phil Baroni | UFC 125 - Resolution,Phil Baroni,1,12678,69,170,3801,3599,13,12,9,2,2,0,3,2,7,0,1,2,0,0,1,0,0,0,2,0,9,469,-2,Brad Tavares,1,8412,71,185,1282,196,6,0,3,2,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,250,6,UFC 125 - Resolution,0,1,1
Enrique Briones vs. Rani Yahya | UFC Fight Night 114 - Pettis vs. Moreno,Rani Yahya,1,11927,66,135,5439,2387,23,9,0,14,6,0,2,1,5,0,2,1,0,1,1,0,0,0,1,0,12,451,-1,Enrique Briones,1,13436,68,135,3843,994,16,6,6,6,2,0,1,1,4,0,1,2,0,1,0,0,1,0,1,0,3,486,-2,UFC Fight Night 114 - Pettis vs. Moreno,1,2,1
Raquel Pennington vs. Roxanne Modafferi | UFC - The Ultimate Fighter 18 Finale,Raquel Pennington,0,9217,67,135,637,0,3,3,1,1,1,0,0,1,2,0,1,2,0,1,0,0,0,1,1,0,0,648,-2,Roxanne Modafferi,0,11390,66,126,3673,0,15,10,1,4,10,0,1,3,6,0,0,3,0,0,0,0,0,1,2,0,0,625,-5,UFC - The Ultimate Fighter 18 Finale,1,0,0
Phil Davis vs. Wagner Prado | UFC 153 - Silva vs. Bonnar,Phil Davis,1,10245,74,205,1463,980,9,1,2,3,4,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,7,625,-1,Wagner Prado,1,9419,73,205,1106,70,8,0,7,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,256,8,UFC 153 - Silva vs. Bonnar,1,2,1
John Dodson vs. John Moraga | UFC Fight Night 42 - Henderson vs. Khabilov,John Dodson,1,10846,63,135,3564,917,15,6,7,2,6,0,0,0,6,0,2,1,2,0,0,0,0,0,1,0,5,621,1,John Moraga,1,11036,66,125,1673,672,14,2,2,6,6,0,0,1,1,0,2,1,0,1,1,0,0,1,0,0,4,618,1,UFC Fight Night 42 - Henderson vs. Khabilov,1,1,1
Carlo Prater vs. Erick Silva | UFC 142 - Aldo vs. Mendes,Erick Silva,1,10068,71,170,2415,140,13,1,3,7,2,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,1,413,9,Carlo Prater,1,11160,72,170,3361,0,29,10,2,16,11,0,1,3,6,0,3,0,0,3,0,0,0,0,0,0,0,488,4,UFC 142 - Aldo vs. Mendes,0,3,1
Gilbert Yvel vs. Junior dos Santos | UFC 108 - Evans vs. Silva,Junior dos Santos,1,9469,76,239,1266,434,9,1,8,1,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,215,4,Gilbert Yvel,1,12239,74,225,4717,0,36,13,28,5,0,0,3,2,4,1,2,1,2,0,0,0,1,0,0,0,0,236,1,UFC 108 - Evans vs. Silva,1,1,1
Anthony Birchak vs. Dileno Lopes | UFC Fight Night 90 - Dos Anjos vs. Alvarez,Anthony Birchak,1,11010,68,135,2560,572,12,3,4,6,2,0,1,2,0,0,1,2,1,0,0,0,1,1,0,0,3,324,-1,Dileno Lopes,1,11607,65,135,3291,341,18,2,4,12,2,0,1,0,1,0,2,1,1,0,1,0,0,0,1,0,1,337,-1,UFC Fight Night 90 - Dos Anjos vs. Alvarez,1,0,0
Michelle Waterson vs. Rose Namajunas | UFC on Fox 24 - Johnson vs. Reis,Rose Namajunas,0,9056,65,115,1561,855,5,3,0,4,1,0,0,1,2,0,2,1,0,1,1,0,0,0,1,0,5,716,-1,Michelle Waterson,0,11422,63,115,3711,643,14,4,3,9,2,0,1,2,1,0,2,1,0,2,0,0,0,1,0,0,2,427,2,UFC on Fox 24 - Johnson vs. Reis,1,2,1
Gegard Mousasi vs. Thales Leites | UFC Fight Night 84 - Silva vs. Bisping,Thales Leites,1,12592,73,185,4479,3395,25,5,4,14,7,0,0,1,4,0,2,1,1,1,0,0,0,0,1,0,14,546,-1,Gegard Mousasi,1,11167,74,185,4689,1057,37,6,20,12,5,0,1,3,2,0,2,1,1,0,1,0,1,0,0,0,7,386,-1,UFC Fight Night 84 - Silva vs. Bisping,0,0,0
