ID,Aname,AisMale,Aage,Aheight,Aweight,AtimePro,AtimeUFC,Awins,Alosses,AwinStk,AwinGra,AwinDec,AwinOtr,AlossStk,AlossGra,AlossDec,AlossOtr,Al3Wins,Al3Losses,Al3WinStk,Al3WinGra,Al3WinDec,Al3WinOtr,Al3LossStk,Al3LossGra,Al3LossDec,Al3LossOtr,AufcCount,AavgLength,Astreak,Bname,BisMale,Bage,Bheight,Bweight,BtimePro,BtimeUFC,Bwins,Blosses,BwinStk,BwinGra,BwinDec,BwinOtr,BlossStk,BlossGra,BlossDec,BlossOtr,Bl3Wins,Bl3Losses,Bl3WinStk,Bl3WinGra,Bl3WinDec,Bl3WinOtr,Bl3LossStk,Bl3LossGra,Bl3LossDec,Bl3LossOtr,BufcCount,BavgLength,Bstreak,Event,Result,ResultBy,ResultIn
David Abbott vs. Paul Varelans | UFC 6 - Clash of the Titans,Paul Varelans,1,9431,80,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Abbott,1,11036,72,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UFC 6 - Clash of the Titans,0,1,1
Carlos Condit vs. Demian Maia | UFC on Fox 21 - Maia vs. Condit,Demian Maia,1,14174,72,170,5454,3234,23,6,3,11,9,0,1,0,5,0,3,0,0,2,1,0,0,0,0,0,23,620,5,Carlos Condit,1,11811,73,170,5104,2705,30,9,15,13,2,0,1,3,5,0,1,2,1,0,0,0,1,0,1,0,12,454,-1,UFC on Fox 21 - Maia vs. Condit,1,2,1
Chris Lytle vs. Matt Serra | UFC - The Ultimate Fighter 4 Finale,Matt Serra,1,11850,66,170,3146,2017,8,4,0,5,3,0,1,0,3,0,2,1,0,0,2,0,0,0,1,0,8,525,-1,Chris Lytle,1,11773,71,170,2828,2185,22,12,5,14,3,0,1,0,11,0,2,1,1,1,0,0,1,0,0,0,6,601,2,UFC - The Ultimate Fighter 4 Finale,1,0,0
Gunnar Nelson vs. Rick Story | UFC Fight Night 53 - Nelson vs. Story,Gunnar Nelson,1,9564,71,170,2709,735,13,0,4,8,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,4,376,13,Rick Story,1,10994,70,170,2524,1939,17,8,4,4,9,0,0,1,7,0,2,1,0,1,1,0,0,0,1,0,16,690,1,UFC Fight Night 53 - Nelson vs. Story,0,0,0
Matt Brown vs. Ricardo Almeida | UFC 111 - St. Pierre vs. Hardy,Ricardo Almeida,1,12171,71,170,3381,3249,11,3,0,4,7,0,1,0,1,0,2,1,0,0,2,0,0,0,1,0,7,621,2,Matt Brown,1,10668,72,170,1631,644,11,7,6,4,0,0,0,5,2,0,3,0,2,1,0,0,0,0,0,0,5,386,3,UFC 111 - St. Pierre vs. Hardy,1,2,1
Alberto Cerra Leon vs. Remco Pardoel | UFC 2 - No Way Out,Alberto Cerra Leon,1,542,68,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Remco Pardoel,1,9058,74,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UFC 2 - No Way Out,0,2,1
Jumabieke Tuerxun vs. Marcus Brimage | UFC Fight Night 55 - Rockhold vs. Bisping,Marcus Brimage,1,10807,64,135,2792,1070,6,3,2,0,4,0,1,0,1,0,1,2,0,0,1,0,1,0,1,0,5,578,-2,Jumabieke Tuerxun,1,10431,67,135,2098,251,15,2,3,4,8,0,0,1,1,0,1,2,0,0,1,0,0,1,1,0,2,610,-2,UFC Fight Night 55 - Rockhold vs. Bisping,1,1,1
Anthony Johnson vs. Kevin Burns | UFC - The Ultimate Fighter 8 Finale,Anthony Johnson,1,9048,74,205,848,550,5,2,3,0,2,0,1,1,0,0,1,2,1,0,0,0,1,1,0,0,4,376,-1,Kevin Burns,1,10512,72,170,847,189,7,1,3,4,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,2,363,5,UFC - The Ultimate Fighter 8 Finale,1,1,1
Ryan Jensen vs. Steve Steinbeiss | UFC Fight Night 19 - Diaz vs. Guillard,Steve Steinbeiss,1,10361,75,186,1006,0,4,2,3,1,0,0,0,0,2,0,2,1,1,1,0,0,0,0,1,0,0,465,-1,Ryan Jensen,1,11684,70,175,4589,753,13,5,6,7,0,0,2,3,0,0,2,1,2,0,0,0,0,1,0,0,3,158,-1,UFC Fight Night 19 - Diaz vs. Guillard,0,2,1
Nate Marquardt vs. Thiago Santos | UFC 198 - Werdum vs. Miocic,Thiago Santos,1,11816,74,185,1982,1015,12,3,7,1,4,0,1,1,1,0,3,0,2,0,1,0,0,0,0,0,6,395,3,Nate Marquardt,1,13539,72,185,6237,3934,34,15,12,14,8,0,4,2,9,0,1,2,1,0,0,0,1,0,1,0,20,586,1,UFC 198 - Werdum vs. Miocic,1,1,1
Leonardo Mafra Texeira vs. Rick Story | UFC Fight Night 45 - Cerrone vs. Miller,Leonardo Mafra Texeira,1,9213,70,170,1243,753,11,1,8,1,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,1,369,5,Rick Story,1,10914,70,170,2444,1859,16,8,4,3,9,0,0,1,7,0,1,2,0,0,1,0,0,0,2,0,15,701,-1,UFC Fight Night 45 - Cerrone vs. Miller,0,2,1
Marc Diakiese vs. Nasrat Haqparast | UFC Fight Night 134 - Shogun vs. Smith,Nasrat Haqparast,1,8370,70,155,2045,274,8,2,8,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,1,0,1,275,-1,Marc Diakiese,1,9259,70,154,1765,652,12,2,6,1,5,0,0,1,1,0,1,2,1,0,0,0,0,1,1,0,5,516,-2,UFC Fight Night 134 - Shogun vs. Smith,1,0,0
Cat Zingano vs. Marion Reneau | UFC Fight Night 133 - Dos Santos vs. Ivanov,Cat Zingano,0,13162,66,135,3683,1918,9,3,5,3,1,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,5,572,-3,Marion Reneau,0,14999,66,135,3051,1288,9,3,5,3,1,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,8,644,3,UFC Fight Night 133 - Dos Santos vs. Ivanov,1,0,0
Court McGee vs. Dominique Steele | UFC Fight Night 92 - Rodriguez vs. Caceres,Court McGee,1,11560,71,170,3417,2240,17,5,5,4,7,0,1,0,4,0,1,2,0,0,1,0,1,0,1,0,10,630,-1,Dominique Steele,1,10421,70,170,1989,378,14,7,4,3,7,0,4,0,3,0,1,2,1,0,0,0,1,0,1,0,3,596,-1,UFC Fight Night 92 - Rodriguez vs. Caceres,1,0,0
Alistair Overeem vs. Roy Nelson | UFC 185 - Pettis vs. Dos Anjos,Roy Nelson,1,14146,72,249,3983,1925,20,10,14,4,2,0,2,0,8,0,1,2,1,0,0,0,1,0,1,0,13,489,-1,Alistair Overeem,1,12719,76,234,5620,1170,38,14,18,17,3,0,10,1,3,0,2,1,1,0,1,0,1,0,0,0,6,286,1,UFC 185 - Pettis vs. Dos Anjos,0,0,0
Dominic Waters vs. Dong Hyun Kim | UFC Fight Night 79 - Henderson vs. Masvidal,Dong Hyun Kim,1,12429,74,170,4249,2744,20,3,8,2,10,0,3,0,0,0,2,1,1,1,0,0,1,0,0,0,15,675,1,Dominic Waters,1,9727,73,170,1941,139,9,3,3,2,4,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,1,683,-1,UFC Fight Night 79 - Henderson vs. Masvidal,1,1,1
Jeremy Horn vs. Rousimar Palhares | UFC 93 - Franklin vs. Henderson,Jeremy Horn,1,12199,73,185,4705,3900,80,18,25,43,12,0,2,8,8,0,1,2,0,0,1,0,0,2,0,0,12,441,-2,Rousimar Palhares,1,10559,68,170,1713,238,8,3,0,7,1,0,0,0,3,0,2,1,0,2,0,0,0,0,1,0,2,381,-1,UFC 93 - Franklin vs. Henderson,0,0,0
Alex Perez vs. Carls John de Tomas | UFC Fight Night 123 - Swanson vs. Ortega,Carls John de Tomas,1,7773,65,135,1898,175,6,1,0,3,3,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,1,728,-1,Alex Perez,1,9394,66,125,2409,0,18,4,3,5,10,0,0,3,1,0,3,0,0,2,1,0,0,0,0,0,0,531,5,UFC Fight Night 123 - Swanson vs. Ortega,0,2,1
Iliarde Santos vs. Iuri Alcantara | UFC on FX 8 - Belfort vs. Rockhold,Iuri Alcantara,1,11975,69,135,3536,630,27,4,10,11,4,0,1,1,2,0,1,1,0,0,1,0,0,0,1,0,4,325,-1,Iliarde Santos,1,11923,63,135,2515,0,27,6,12,6,9,0,2,0,4,0,3,0,1,0,2,0,0,0,0,0,0,532,6,UFC on FX 8 - Belfort vs. Rockhold,1,1,1
Igor Pokrajac vs. Todd Brown | UFC Live 3 - Sanchez vs. Kampmann,Todd Brown,1,12498,71,185,2105,208,15,2,6,6,3,0,0,0,2,0,2,1,1,0,1,0,0,0,1,0,1,511,-1,Igor Pokrajac,1,11748,72,205,2944,530,22,8,4,7,1,0,2,1,3,0,1,2,0,1,0,0,1,0,1,0,4,196,-1,UFC Live 3 - Sanchez vs. Kampmann,0,1,1
Cheick Kongo vs. Paul Buentello | UFC Live 1 - Vera vs. Jones,Cheick Kongo,1,12727,76,234,3206,1352,14,6,9,2,3,0,1,1,4,0,1,2,1,0,0,0,0,1,1,0,11,516,-2,Paul Buentello,1,13213,75,205,4726,1870,27,11,20,6,1,0,5,4,2,0,2,1,1,0,1,0,0,0,1,0,5,310,-1,UFC Live 1 - Vera vs. Jones,1,1,1
Antonio Rogerio Nogueira vs. Jason Brilz | UFC 114 - Rampage vs. Evans,Jason Brilz,1,12745,71,205,3740,619,18,2,5,8,3,0,0,1,1,0,2,1,0,0,2,0,0,0,1,0,4,463,1,Antonio Rogerio Nogueira,1,12414,74,205,3206,189,18,3,5,6,7,0,1,0,2,0,3,0,2,1,0,0,0,0,0,0,1,580,6,UFC 114 - Rampage vs. Evans,0,0,0
DaMarques Johnson vs. Gunnar Nelson | UFC on Fuel TV 5 - Struve vs. Miocic,DaMarques Johnson,1,11051,72,170,2710,1197,15,11,7,5,2,0,4,6,1,0,1,2,1,0,0,0,1,1,0,0,9,392,-2,Gunnar Nelson,1,8829,71,170,1974,0,9,0,4,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,324,9,UFC on Fuel TV 5 - Struve vs. Miocic,0,2,1
Gabriel Gonzaga vs. Mirko Filipovic | UFC 70 - Nations Collide,Mirko Filipovic,1,11911,74,234,2071,77,22,4,17,1,3,0,1,1,2,0,3,0,3,0,0,0,0,0,0,0,1,425,5,Gabriel Gonzaga,1,10200,74,264,1480,518,7,1,3,4,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,3,408,5,UFC 70 - Nations Collide,0,1,1
Andre Roberts vs. Harry Moskowitz | UFC 17 - Redemption,Andre Roberts,1,12133,74,345,468,0,4,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,215,4,Harry Moskowitz,1,10895,77,275,630,210,2,4,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,1,0,1,45,-3,UFC 17 - Redemption,1,1,1
Antoni Hardonk vs. Frank Mir | UFC 74 - Respect,Frank Mir,1,10320,75,262,2233,2122,9,3,1,5,2,0,3,0,0,0,1,2,0,0,1,0,2,0,0,0,10,264,-1,Antoni Hardonk,1,11524,76,240,2400,280,5,3,3,2,0,0,0,0,2,0,2,1,2,0,0,0,0,0,1,0,2,395,-1,UFC 74 - Respect,1,2,1
Matt Hamill vs. Michael Bisping | UFC 75 - Champion vs. Champion,Michael Bisping,1,10419,74,185,1246,441,13,0,8,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,256,13,Matt Hamill,1,11295,74,205,742,441,4,0,3,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,3,384,4,UFC 75 - Champion vs. Champion,1,0,0
Augusto Sakai vs. Chase Sherman | UFC Fight Night 137 - Santos vs. Anders,Chase Sherman,1,10547,76,247,1708,777,11,5,8,0,1,0,2,0,2,0,1,2,0,0,1,0,1,0,1,0,6,280,-2,Augusto Sakai,1,9988,76,265,2534,0,11,1,9,0,2,0,0,0,1,0,2,1,2,0,0,0,0,0,1,0,0,537,2,UFC Fight Night 137 - Santos vs. Anders,0,1,1
Eric Schafer vs. Ryan Bader | UFC 104 - Machida vs. Shogun,Ryan Bader,1,9636,74,227,938,315,9,0,5,2,2,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,2,293,9,Eric Schafer,1,11722,75,185,4137,1155,11,3,2,6,0,0,2,1,0,0,3,0,1,1,0,0,0,0,0,0,5,326,4,UFC 104 - Machida vs. Shogun,1,0,0
Dong Hyun Kim vs. Nate Diaz | UFC 125 - Resolution,Dong Hyun Kim,1,10637,74,170,2457,952,13,0,6,1,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,752,13,Nate Diaz,1,9391,72,155,2263,1288,13,5,4,8,1,0,0,1,4,0,2,1,1,1,0,0,0,0,1,0,11,521,2,UFC 125 - Resolution,1,0,0
Eugene Jackson vs. Sanae Kikuta | UFC 25 - Ultimate Japan 3,Eugene Jackson,1,11062,68,185,755,273,11,3,3,8,0,0,1,2,0,0,2,1,2,0,0,0,1,0,0,0,2,226,2,Sanae Kikuta,1,10444,69,200,1476,0,12,3,1,8,2,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,522,5,UFC 25 - Ultimate Japan 3,0,2,1
Andrei Arlovski vs. Tim Sylvia | UFC 59 - Reality Check,Andrei Arlovski,1,9932,76,248,2563,1975,10,3,7,3,0,0,3,0,0,0,3,0,2,1,0,0,0,0,0,0,9,220,6,Tim Sylvia,1,11729,80,265,1912,1296,20,2,15,2,3,0,0,2,0,0,3,0,2,0,1,0,0,0,0,0,7,309,3,UFC 59 - Reality Check,0,1,1
Klidson Abreu vs. Magomed Ankalaev | UFC Fight Night 145 - Blachowicz vs. Santos,Klidson Abreu,1,9557,74,205,2659,0,14,2,3,8,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,353,6,Magomed Ankalaev,1,9762,75,205,1862,343,9,1,5,0,4,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,2,595,1,UFC Fight Night 145 - Blachowicz vs. Santos,0,0,0
Mark Coleman vs. Stephan Bonnar | UFC 100 - Lesnar vs. Mir 2,Stephan Bonnar,1,11786,75,205,2800,1554,12,5,2,7,3,0,1,0,4,0,2,1,1,1,0,0,0,0,1,0,9,460,-1,Mark Coleman,1,16274,73,205,4747,4747,15,9,7,5,3,0,3,4,2,0,1,2,1,0,0,0,1,1,0,0,10,432,-2,UFC 100 - Lesnar vs. Mir 2,0,0,0
Gregor Gillespie vs. Jason Gonzalez | UFC Fight Night 116 - Rockhold vs. Branch,Gregor Gillespie,1,11140,69,155,1331,357,9,0,4,3,2,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,2,358,9,Jason Gonzalez,1,10062,74,155,2270,371,11,3,4,7,0,0,1,1,0,0,2,1,1,1,0,0,1,0,0,0,2,248,1,UFC Fight Night 116 - Rockhold vs. Branch,1,2,1
John Makdessi vs. Mehdi Baghdad | UFC Fight Night 90 - Dos Anjos vs. Alvarez,John Makdessi,1,11388,68,155,2854,2035,13,5,9,0,4,0,1,1,3,0,1,2,1,0,0,0,1,0,1,0,11,579,-2,Mehdi Baghdad,1,11408,73,170,3342,172,11,4,8,3,0,0,2,1,1,0,2,1,2,0,0,0,0,1,0,0,1,333,-1,UFC Fight Night 90 - Dos Anjos vs. Alvarez,1,0,0
Emily Whitmire vs. Gillian Robertson | UFC - The Ultimate Fighter 26 Finale,Gillian Robertson,0,8234,65,125,630,0,3,2,0,2,1,0,0,0,2,0,2,1,0,2,0,0,0,0,1,0,0,701,1,Emily Whitmire,0,9688,65,115,804,0,2,1,0,0,2,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,775,1,UFC - The Ultimate Fighter 26 Finale,1,2,1
Andy Enz vs. Clint Hester | UFC 169 - Barao vs. Faber 2,Clint Hester,1,9934,74,205,1911,294,9,3,7,1,1,0,0,2,1,0,3,0,3,0,0,0,0,0,0,0,2,483,5,Andy Enz,1,8206,75,185,1452,0,10,1,1,6,2,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,418,3,UFC 169 - Barao vs. Faber 2,1,0,0
Josh Emmett vs. Michael Johnson | UFC on ESPN 2 - Barboza vs. Gaethje,Josh Emmett,1,12444,66,145,2730,1056,13,2,4,2,6,0,1,0,1,0,2,1,1,0,1,0,1,0,0,0,6,626,-1,Michael Johnson,1,11987,70,145,4075,3038,19,13,8,1,9,0,1,7,4,0,2,1,0,0,2,0,0,1,0,0,20,585,2,UFC on ESPN 2 - Barboza vs. Gaethje,1,1,1
Brian Foster vs. Forrest Petz | UFC Fight Night 22 - Marquardt vs. Palhares,Brian Foster,1,9660,70,155,1524,361,14,5,8,4,0,0,1,4,0,0,1,2,1,0,0,0,0,2,0,0,3,227,-1,Forrest Petz,1,12777,69,185,3167,1490,21,8,10,3,7,0,0,4,4,0,2,1,0,0,2,0,0,0,1,0,6,544,-1,UFC Fight Night 22 - Marquardt vs. Palhares,1,1,1
Rory MacDonald vs. Stephen Thompson | UFC Fight Night 89 - MacDonald vs. Thompson,Stephen Thompson,1,12181,72,170,2325,1596,12,1,7,1,4,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,8,544,6,Rory MacDonald,1,9828,71,170,3899,2350,18,3,7,6,5,0,2,0,1,0,2,1,1,0,1,0,1,0,0,0,12,562,-1,UFC Fight Night 89 - MacDonald vs. Thompson,1,0,0
Martin Kampmann vs. Paulo Thiago | UFC 115 - Liddell vs. Franklin,Paulo Thiago,1,10730,71,170,1806,476,13,1,2,8,3,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,4,489,2,Martin Kampmann,1,10283,72,170,2674,1395,16,3,7,6,2,0,3,0,0,0,2,1,0,1,1,0,1,0,0,0,9,263,1,UFC 115 - Liddell vs. Franklin,0,0,0
Glover Teixeira vs. Patrick Cummins | UFC Fight Night 77 - Belfort vs. Henderson 3,Glover Teixeira,1,13159,74,205,4901,1260,23,4,14,6,3,0,1,0,3,0,1,2,0,1,0,0,0,0,2,0,8,401,1,Patrick Cummins,1,12774,74,205,1799,623,8,2,4,2,2,0,2,0,0,0,2,1,1,0,1,0,1,0,0,0,6,393,1,UFC Fight Night 77 - Belfort vs. Henderson 3,1,1,1
Edson Barboza vs. Mike Lullo | UFC 123 - Rampage vs. Machida,Edson Barboza,1,9069,71,155,582,0,6,0,5,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,199,6,Mike Lullo,1,11442,68,145,812,0,8,1,1,5,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,549,8,UFC 123 - Rampage vs. Machida,1,1,1
Jeremy Larsen vs. Lucas Martins | UFC on FX 8 - Belfort vs. Rockhold,Lucas Martins,1,8954,72,145,615,119,12,1,9,2,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,1,353,-1,Jeremy Larsen,1,10592,70,145,2380,351,8,3,2,3,3,0,1,1,1,0,2,1,0,0,2,0,1,0,0,0,1,577,-1,UFC on FX 8 - Belfort vs. Rockhold,1,1,1
Charles Oliveira vs. Christos Giagos | UFC Fight Night 137 - Santos vs. Anders,Christos Giagos,1,10469,70,155,3025,1428,15,6,7,3,5,0,1,3,2,0,2,1,0,0,2,0,0,0,1,0,3,595,1,Charles Oliveira,1,10567,70,155,3843,2974,23,8,5,15,2,0,4,3,1,0,2,1,0,2,0,0,1,0,0,0,20,347,1,UFC Fight Night 137 - Santos vs. Anders,0,2,1
Julio Paulino vs. T.J. Grant | UFC 119 - Mir vs. Cro Cop,T.J. Grant,1,9708,70,155,1610,525,15,4,2,12,1,0,0,1,3,0,1,2,1,0,0,0,0,0,2,0,4,498,-1,Julio Paulino,1,6584,72,236,2075,188,19,3,6,2,3,0,0,0,3,0,2,1,2,0,0,0,0,0,1,0,1,486,-1,UFC 119 - Mir vs. Cro Cop,1,0,0
Joseph Duffy vs. Marc Diakiese | UFC Fight Night 147 - Till vs. Masvidal,Joseph Duffy,1,11349,70,155,4004,1463,16,3,4,10,2,0,1,1,1,0,2,1,0,1,1,0,1,0,0,0,6,337,-1,Marc Diakiese,1,9496,70,154,2002,889,12,3,6,1,5,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,6,541,-3,UFC Fight Night 147 - Till vs. Masvidal,0,0,0
Randy Couture vs. Tito Ortiz | UFC 44 - Undisputed,Randy Couture,1,14706,73,203,2310,2310,11,5,5,1,4,0,2,3,0,0,1,2,1,0,0,0,2,0,0,0,10,655,1,Tito Ortiz,1,10473,74,205,2310,2310,10,2,7,1,2,0,1,1,0,0,3,0,2,0,1,0,0,0,0,0,11,594,6,UFC 44 - Undisputed,1,0,0
Khabib Nurmagomedov vs. Michael Johnson | UFC 205 - Alvarez vs. McGregor,Khabib Nurmagomedov,1,10280,70,155,2982,1758,23,0,8,7,8,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,7,453,23,Michael Johnson,1,11119,70,145,3207,2170,17,10,8,1,7,0,0,5,4,0,1,2,1,0,0,0,0,0,2,0,15,561,1,UFC 205 - Alvarez vs. McGregor,1,2,1
Benson Henderson vs. Rafael dos Anjos | UFC Fight Night 49 - Henderson vs. dos Anjos,Benson Henderson,1,11238,69,155,2835,1211,21,3,4,7,10,0,0,2,1,0,2,1,0,1,1,0,0,1,0,0,10,779,2,Rafael dos Anjos,1,10893,69,170,3619,2107,21,7,3,8,9,0,2,0,5,0,2,1,1,0,1,0,0,0,1,0,15,653,1,UFC Fight Night 49 - Henderson vs. dos Anjos,0,1,1
Paul Taylor vs. Peter Sobotta | UFC 99 - The Comeback,Peter Sobotta,1,8189,72,170,1693,0,8,1,4,4,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,243,4,Paul Taylor,1,10773,72,155,2471,784,9,4,3,2,2,0,0,2,2,0,1,2,0,0,1,0,0,0,2,0,5,443,-1,UFC 99 - The Comeback,0,0,0
Donald Cerrone vs. Rick Story | UFC 202 - Diaz vs. McGregor 2,Donald Cerrone,1,12198,72,170,3843,2023,30,7,6,16,8,0,2,1,3,0,2,1,1,1,0,0,1,0,0,0,21,525,2,Rick Story,1,11680,70,170,3210,2625,19,8,4,4,11,0,0,1,7,0,3,0,0,1,2,0,0,0,0,0,18,728,3,UFC 202 - Diaz vs. McGregor 2,1,1,1
John Dodson vs. Manny Gamburyan | UFC on Fox 19 - Teixeira vs. Evans,John Dodson,1,11525,63,135,4243,1596,17,7,8,2,7,0,0,0,7,0,2,1,1,0,1,0,0,0,1,0,8,669,-1,Manny Gamburyan,1,12762,65,135,6284,3220,15,8,2,7,6,0,3,0,5,0,2,1,0,1,1,0,0,0,1,0,13,558,2,UFC on Fox 19 - Teixeira vs. Evans,1,1,1
Ian McCall vs. Iliarde Santos | UFC 163 - Aldo vs. Korean Zombie,Iliarde Santos,1,12000,63,135,2592,77,27,7,12,6,9,0,3,0,4,0,2,1,1,0,1,0,1,0,0,0,1,521,-1,Ian McCall,1,10621,65,125,4018,518,11,4,4,3,4,0,0,1,3,0,0,2,0,0,0,0,0,0,2,0,3,700,-2,UFC 163 - Aldo vs. Korean Zombie,0,0,0
Chael Sonnen vs. Justin Hawes | UFCF - Rumble in Rochester,Justin Hawes,1,8624,71,199,490,490,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,382,1,Chael Sonnen,1,9274,73,205,1932,0,5,0,0,1,4,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,505,5,UFCF - Rumble in Rochester,0,1,1
C.B. Dollaway vs. Lyoto Machida | UFC Fight Night 58 - Machida vs. Dollaway,C.B. Dollaway,1,11455,74,185,2962,2373,15,5,6,3,6,0,2,2,1,0,2,1,1,0,1,0,0,0,1,0,14,403,2,Lyoto Machida,1,13353,73,185,4250,2877,21,5,8,2,11,0,1,1,3,0,2,1,1,0,1,0,0,0,1,0,18,734,-1,UFC Fight Night 58 - Machida vs. Dollaway,0,1,1
Guy Mezger vs. Tito Ortiz | UFC 19 - Ultimate Young Guns,Tito Ortiz,1,8807,74,205,644,644,3,1,3,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,3,274,2,Guy Mezger,1,11386,73,200,1540,1540,22,7,6,5,11,0,2,3,2,0,2,1,0,0,2,0,1,0,0,0,4,767,2,UFC 19 - Ultimate Young Guns,1,1,1
Eryk Anders vs. Lyoto Machida | UFC Fight Night 125 - Machida vs. Anders,Eryk Anders,1,11246,73,185,896,196,10,0,6,1,3,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,2,471,10,Lyoto Machida,1,14494,73,185,5391,4018,22,8,9,2,11,0,3,2,3,0,0,3,0,0,0,0,2,1,0,0,22,682,-3,UFC Fight Night 125 - Machida vs. Anders,0,0,0
Gian Villante vs. Patrick Cummins | UFC on Fox 25 - Weidman vs. Gastelum,Gian Villante,1,11661,74,205,3074,1547,15,8,10,2,3,0,4,0,3,0,1,2,1,0,0,0,1,0,1,0,10,448,-1,Patrick Cummins,1,13397,74,205,2422,1246,9,4,4,2,3,0,4,0,0,0,1,2,0,0,1,0,2,0,0,0,9,423,1,UFC on Fox 25 - Weidman vs. Gastelum,0,0,0
Magomed Mustafaev vs. Rafael Fiziev | UFC Fight Night 149 - Overeem vs. Oleynik,Rafael Fiziev,1,9542,68,155,1372,0,6,0,5,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,204,6,Magomed Mustafaev,1,11218,69,155,2913,1400,13,2,9,4,0,0,0,2,0,0,2,1,2,0,0,0,0,1,0,0,3,296,-1,UFC Fight Night 149 - Overeem vs. Oleynik,0,1,1
Daniel Pineda vs. Justin Lawrence | UFC - The Ultimate Fighter 17 Finale,Justin Lawrence,1,8369,68,145,861,316,4,1,1,1,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,2,573,-1,Daniel Pineda,1,10112,67,155,2192,449,17,9,4,10,0,0,1,4,2,0,1,2,0,1,0,0,1,0,1,0,4,288,-2,UFC - The Ultimate Fighter 17 Finale,0,2,1
Bevon Lewis vs. Uriah Hall | UFC 232 - Jones vs. Gustafsson 2,Uriah Hall,1,12569,72,186,4809,2086,13,9,9,2,2,0,4,0,5,0,1,2,1,0,0,0,2,0,0,0,13,520,-1,Bevon Lewis,1,10100,75,185,1157,0,6,0,3,0,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,666,6,UFC 232 - Jones vs. Gustafsson 2,1,1,1
Khabib Nurmagomedov vs. Pat Healy | UFC 165 - Jones vs. Gustafsson,Pat Healy,1,11021,70,155,4420,2592,29,16,6,14,8,0,4,6,6,0,2,0,0,0,2,0,0,0,0,0,2,499,6,Khabib Nurmagomedov,1,9132,70,155,1834,610,20,0,7,7,6,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,4,406,20,UFC 165 - Jones vs. Gustafsson,0,0,0
Dominick Cruz vs. Urijah Faber | UFC 132 - Cruz vs. Faber 2,Urijah Faber,1,11737,66,135,2788,105,25,4,9,11,4,1,2,0,2,0,2,1,0,1,1,0,0,0,1,0,1,520,2,Dominick Cruz,1,9433,68,134,2345,0,17,1,6,1,9,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,654,8,UFC 132 - Cruz vs. Faber 2,0,0,0
